_id,created,name.first_name,name.last_name,register_num,Татварын тооцоолол жилээр.Жилийн нийт орлого,Татварын тооцоолол жилээр.Нийт суутгуулсан албан татварын дүн,Татварын тооцоолол жилээр.Ногдуулсан татвар,Татварын тооцоолол жилээр.Ногдуулсан татварын хувь хэмжээ,Татварын тооцоолол жилээр.Орлого хүлээн авсан сарын тоо /ажилласан сар/,Татварын тооцоолол жилээр.Сарын дундаж,Татварын тооцоолол жилээр.Татвар ногдуулах орлого,Татварын тооцоолол жилээр.Хуулийн 23,Татварын тооцоолол жилээр.Хуулийн 7,Татварын тооцоолол жилээр.Хөнгөлөлтийн дараах татварын дүн,"Татварын тооцоолол жилээр.ЭМД, НДШ Дүн","Татварын тооцоолол жилээр.ЭМД, НДШ Хувь","Эрүүл мэнд, нийгмийн даатгалын шимтгэл.Ажил олгогчийн төлөх хувь хэмжээ","Эрүүл мэнд, нийгмийн даатгалын шимтгэл.Даатгуулагчийн төлөх хувь хэмжээ","Эрүүл мэнд, нийгмийн даатгалын шимтгэл.НДШ хувь хэмжээ","Эрүүл мэнд, нийгмийн даатгалын шимтгэл.Ногдуулсан шимтгэл/төгрөг/ - Нийт дүн","Эрүүл мэнд, нийгмийн даатгалын шимтгэл.Хөдөлмөрийн хөлс,түүнтэй адилтгах орлого /төгрөг/","Эрүүл мэнд, нийгмийн даатгалын шимтгэл.Үүнээс : Ажил олгогч","Эрүүл мэнд, нийгмийн даатгалын шимтгэл.Үүнээс : Даатгуулагч"
643f9471f55278135a4093bf,2022-03-18T06:32:59.000Z,Эрдэнэчимэг,Мөнхбаатар,ЦЗ71061161,1200000,1044000,106200,10,12,1200000,1062000,,,1044000,138000,11.5,13.5,11.5,25,300000,1200000,162000,138000
643f9471f55278135a4093c0,2022-05-07T23:21:06.000Z,Батсайхан,Бадамгарав,УШ97031410,90000000,79326000,7965000,10,12,5000000,79650000,,,79326000,10350000,11.5,13.5,11.5,25,1250000,5000000,675000,575000
643f9471f55278135a4093c1,2022-05-10T11:21:32.000Z,Одцэрэн,Долгор,ЧЗ78072303,75600000,66258000,6690600,10,12,2100000,66906000,,,66258000,8694000,11.5,13.5,11.5,25,525000,2100000,283500,241500
643f9471f55278135a4093c2,2022-09-10T20:27:13.000Z,Цэвэлмаа,Одцэрэн,ВЭ86031762,37800000,33129000,3345300,10,12,2100000,33453000,,,33129000,4347000,11.5,13.5,11.5,25,525000,2100000,283500,241500
643f9471f55278135a4093c3,2022-06-08T18:16:43.000Z,Долгор,Ариунаа,ИЗ82031636,75600000,66258000,6690600,10,12,2100000,66906000,,,66258000,8694000,11.5,13.5,11.5,25,525000,2100000,283500,241500
643f9471f55278135a4093c4,2022-10-28T17:05:07.000Z,Энхбаяр,Эрдэнэсугар,ТД85091402,360000000,317952000,31860000,10,12,10000000,318600000,,,317952000,41400000,11.5,13.5,11.5,25,2500000,10000000,1350000,1150000
643f9471f55278135a4093c5,2022-06-20T03:39:02.000Z,Бадамгарав,Ариунжаргал,ДЭ86060604,90000000,79002000,7965000,10,12,2500000,79650000,,,79002000,10350000,11.5,13.5,11.5,25,625000,2500000,337500,287500
643f9471f55278135a4093c6,2022-09-02T12:37:18.000Z,Цэвэлмаа,Энхбаатар,ЧТ57100401,60000000,52668000,5310000,10,12,2500000,53100000,,,52668000,6900000,11.5,13.5,11.5,25,625000,2500000,337500,287500
643f9471f55278135a4093c7,2022-05-27T09:34:57.000Z,Тунгалагмөрөн,Бадамгарав,ХЖ70051870,15000000,13257000,1327500,10,12,15000000,13275000,,,13257000,1725000,11.5,13.5,11.5,25,3750000,15000000,2025000.0000000002,1725000
643f9471f55278135a4093c8,2022-03-03T20:49:23.000Z,Янжмаа,Бадамгарав,ВН97040702,240000000,211968000,21240000,10,12,10000000,212400000,,,211968000,27600000,11.5,13.5,11.5,25,2500000,10000000,1350000,1150000
643f9471f55278135a4093c9,2022-09-17T15:32:12.000Z,Цэвэлмаа,Эрдэнэчимэг,ТЕ87092064,4500000,3928500,398250,10,12,1500000,3982500,,,3928500,517500,11.5,13.5,11.5,25,375000,1500000,202500,172500
643f9471f55278135a4093ca,2022-10-04T11:10:59.000Z,Однаран,Бадамгарав,УШ97031410,28800000,24840000,2548800,10,12,800000,25488000,,,24840000,3312000,11.5,13.5,11.5,25,200000,800000,108000,92000
643f9471f55278135a4093cb,2022-02-15T16:50:27.000Z,Энх-Амгалан,Мөнхгэрэл,УМ89120908,24000000,20808000,2124000,10,12,1000000,21240000,,,20808000,2760000,11.5,13.5,11.5,25,250000,1000000,135000,115000
643f9471f55278135a4093cc,2022-10-08T12:47:32.000Z,Тунгалагмөрөн,Цэвэлмаа,ТГ88112521,180000000,158652000,15930000,10,12,5000000,159300000,,,158652000,20700000,11.5,13.5,11.5,25,1250000,5000000,675000,575000
643f9471f55278135a4093cd,2022-04-02T16:28:59.000Z,Янжмаа,Эрдэнэсугар,ЗЮ84092117,60000000,52884000,5310000,10,12,5000000,53100000,,,52884000,6900000,11.5,13.5,11.5,25,1250000,5000000,675000,575000
643f9471f55278135a4093ce,2022-01-08T06:48:33.000Z,Энхбаатар,Сарангэрэл,МЛ67042618,18000000,15606000,1593000,10,12,1000000,15930000,,,15606000,2070000,11.5,13.5,11.5,25,250000,1000000,135000,115000
643f9471f55278135a4093cf,2022-11-18T09:18:44.000Z,Эрдэнэчимэг,Саранцацрал,ИН89040106,54000000,47142000,4779000,10,12,1500000,47790000,,,47142000,6210000,11.5,13.5,11.5,25,375000,1500000,202500,172500
643f9471f55278135a4093d0,2022-02-17T03:56:26.000Z,Батсайхан,Одцэрэн,ШГ78081961,7500000,6583500,663750,10,12,2500000,6637500,,,6583500,862500,11.5,13.5,11.5,25,625000,2500000,337500,287500
643f9471f55278135a4093d1,2022-03-16T01:13:05.000Z,Батсайхан,Ариунаа,УП96052704,2100000,1840500,185850,10,12,2100000,1858500,,,1840500,241500,11.5,13.5,11.5,25,525000,2100000,283500,241500
643f9471f55278135a4093d2,2022-07-26T14:55:13.000Z,Ариунаа,Мөнхгэрэл,УШ95060978,37800000,33129000,3345300,10,12,2100000,33453000,,,33129000,4347000,11.5,13.5,11.5,25,525000,2100000,283500,241500
643f9471f55278135a4093d3,2022-01-11T14:45:36.000Z,Долгор,Алдаржавхлан,ИЭ85012207,180000000,158652000,15930000,10,12,5000000,159300000,,,158652000,20700000,11.5,13.5,11.5,25,1250000,5000000,675000,575000
643f9471f55278135a4093d4,2022-10-22T00:04:23.000Z,Энх-Амгалан,Цэрэн,УП89051007,54000000,47466000,4779000,10,12,3000000,47790000,,,47466000,6210000,11.5,13.5,11.5,25,750000,3000000,405000,345000
643f9471f55278135a4093d5,2022-04-18T04:53:00.000Z,Энхбаяр,Тунгалагмөрөн,УЮ90080210,3000000,2601000,265500,10,12,1000000,2655000,,,2601000,345000,11.5,13.5,11.5,25,250000,1000000,135000,115000
643f9471f55278135a4093d6,2022-11-08T07:54:04.000Z,Цэвэлмаа,Саранцацрал,МЭ78021613,36000000,31428000,3186000,10,12,1500000,31860000,,,31428000,4140000,11.5,13.5,11.5,25,375000,1500000,202500,172500
643f9471f55278135a4093d7,2022-09-13T01:21:47.000Z,Ариунаа,Эрдэнэчимэг,ИЭ85012207,2100000,1840500,185850,10,12,2100000,1858500,,,1840500,241500,11.5,13.5,11.5,25,525000,2100000,283500,241500
643f9471f55278135a4093d8,2022-01-28T19:04:07.000Z,Цэвэлмаа,Мөнхгэрэл,УИ91110826,27000000,23571000,2389500,10,12,1500000,23895000,,,23571000,3105000,11.5,13.5,11.5,25,375000,1500000,202500,172500
643f9471f55278135a4093d9,2022-04-07T02:58:38.000Z,Долгор,Одцэрэн,УП96052704,180000000,158652000,15930000,10,12,5000000,159300000,,,158652000,20700000,11.5,13.5,11.5,25,1250000,5000000,675000,575000
643f9471f55278135a4093da,2022-12-22T10:04:54.000Z,Батсайхан,Ариунжаргал,ЧН84030714,27000000,23571000,2389500,10,12,1500000,23895000,,,23571000,3105000,11.5,13.5,11.5,25,375000,1500000,202500,172500
643f9471f55278135a4093db,2022-11-01T20:23:01.000Z,Буянт,Янжмаа,УД92041626,54000000,47466000,4779000,10,12,3000000,47790000,,,47466000,6210000,11.5,13.5,11.5,25,750000,3000000,405000,345000
643f9471f55278135a4093dc,2022-11-07T11:26:44.000Z,Мөнхгэрэл,Янжмаа,ИЭ85012207,9000000,7857000,796500,10,12,1500000,7965000,,,7857000,1035000,11.5,13.5,11.5,25,375000,1500000,202500,172500
643f9473c27f3afc09d40700,2022-08-26T23:25:22.000Z,Азжаргал,Саранцацрал,ЧТ57100401,480000000,424368000,42480000,10,12,20000000,424800000,,,424368000,55200000,11.5,13.5,11.5,25,5000000,20000000,2700000,2300000
643f9473c27f3afc09d40701,2022-02-23T08:08:25.000Z,Алдаржавхлан,Однаран,ЧЗ78072303,2400000,2070000,212400,10,12,800000,2124000,,,2070000,276000,11.5,13.5,11.5,25,200000,800000,108000,92000
643f9473c27f3afc09d40702,2022-04-13T06:58:36.000Z,Саранцацрал,Однаран,ДЭ86060604,120000000,106092000,10620000,10,12,20000000,106200000,,,106092000,13800000,11.5,13.5,11.5,25,5000000,20000000,2700000,2300000
643f9473c27f3afc09d40703,2022-02-06T09:43:23.000Z,Саранцацрал,Янжмаа,ПЗ95050804,48000000,42264000,4248000,10,12,4000000,42480000,,,42264000,5520000,11.5,13.5,11.5,25,1000000,4000000,540000,460000
643f9473c27f3afc09d40704,2022-08-11T20:53:03.000Z,Батсайхан,Ариунаа,ИЭ85012207,19200000,16560000,1699200,10,12,800000,16992000,,,16560000,2208000,11.5,13.5,11.5,25,200000,800000,108000,92000
643f9473c27f3afc09d40705,2022-07-30T09:32:18.000Z,Цэвэлмаа,Энхбаатар,УД92041626,37800000,33129000,3345300,10,12,2100000,33453000,,,33129000,4347000,11.5,13.5,11.5,25,525000,2100000,283500,241500
643f9473c27f3afc09d40706,2022-06-24T06:08:07.000Z,Долгор,Мөнхбаатар,ГЮ90101913,18000000,15822000,1593000,10,12,3000000,15930000,,,15822000,2070000,11.5,13.5,11.5,25,750000,3000000,405000,345000
643f9473c27f3afc09d40707,2022-09-03T13:04:28.000Z,Батсайхан,Янжмаа,УП88081636,19200000,16560000,1699200,10,12,800000,16992000,,,16560000,2208000,11.5,13.5,11.5,25,200000,800000,108000,92000
643f9473c27f3afc09d40708,2022-05-17T05:13:11.000Z,Одцэрэн,Сарангэрэл,ЧЙ83090377,4500000,3928500,398250,10,12,1500000,3982500,,,3928500,517500,11.5,13.5,11.5,25,375000,1500000,202500,172500
643f9473c27f3afc09d40709,2022-08-07T05:29:49.000Z,Эрдэнэсугар,Энх-Амгалан,ТЕ87092064,216000000,190836000,19116000,10,12,12000000,191160000,,,190836000,24840000,11.5,13.5,11.5,25,3000000,12000000,1620000,1380000
643f9473c27f3afc09d4070a,2022-08-27T19:43:03.000Z,Саранцацрал,Цэвэлмаа,НШ84042064,48000000,42264000,4248000,10,12,4000000,42480000,,,42264000,5520000,11.5,13.5,11.5,25,1000000,4000000,540000,460000
643f9473c27f3afc09d4070b,2022-11-14T01:53:16.000Z,Саранцацрал,Эрдэнэчимэг,ЧТ57100401,30000000,26442000,2655000,10,12,5000000,26550000,,,26442000,3450000,11.5,13.5,11.5,25,1250000,5000000,675000,575000
643f9473c27f3afc09d4070c,2022-06-28T18:05:48.000Z,Ариунжаргал,Янжмаа,ЧК77122909,432000000,381672000,38232000,10,12,12000000,382320000,,,381672000,49680000,11.5,13.5,11.5,25,3000000,12000000,1620000,1380000
643f9473c27f3afc09d4070d,2022-02-16T12:17:34.000Z,Янжмаа,Эрдэнэсугар,РЦ95091515,60000000,52668000,5310000,10,12,2500000,53100000,,,52668000,6900000,11.5,13.5,11.5,25,625000,2500000,337500,287500
643f9473c27f3afc09d4070e,2022-02-08T17:10:30.000Z,Батсайхан,Ариунаа,ЙК91063019,5400000,4725000,477900,10,12,1800000,4779000,,,4725000,621000,11.5,13.5,11.5,25,450000,1800000,243000.00000000003,207000
643f9473c27f3afc09d4070f,2022-09-12T00:37:58.000Z,Бадамгарав,Буянт,ТГ88112521,120000000,105768000,10620000,10,12,5000000,106200000,,,105768000,13800000,11.5,13.5,11.5,25,1250000,5000000,675000,575000
643f9473c27f3afc09d40710,2022-03-07T14:38:55.000Z,Батсайхан,Тунгалагмөрөн,УЮ98081115,36000000,31428000,3186000,10,12,1500000,31860000,,,31428000,4140000,11.5,13.5,11.5,25,375000,1500000,202500,172500
643f9473c27f3afc09d40711,2022-04-04T14:39:22.000Z,Энхбаяр,Сарангэрэл,РЮ74080802,28800000,25056000,2548800,10,12,1200000,25488000,,,25056000,3312000,11.5,13.5,11.5,25,300000,1200000,162000,138000
643f9473c27f3afc09d40712,2022-12-14T08:38:18.000Z,Одцэрэн,Энхбаяр,УМ90041922,48000000,42264000,4248000,10,12,4000000,42480000,,,42264000,5520000,11.5,13.5,11.5,25,1000000,4000000,540000,460000
643f9473c27f3afc09d40713,2022-10-11T02:05:29.000Z,Одцэрэн,Однаран,ЦД86111261,12000000,10566000,1062000,10,12,4000000,10620000,,,10566000,1380000,11.5,13.5,11.5,25,1000000,4000000,540000,460000
643f9473c27f3afc09d40714,2022-12-07T13:53:39.000Z,Долгор,Бадамгарав,ЧЗ78072303,180000000,159084000,15930000,10,12,15000000,159300000,,,159084000,20700000,11.5,13.5,11.5,25,3750000,15000000,2025000.0000000002,1725000
643f9473c27f3afc09d40715,2022-08-17T05:41:36.000Z,Цэрэн,Энхбаяр,ХЖ70051870,72000000,63612000,6372000,10,12,12000000,63720000,,,63612000,8280000,11.5,13.5,11.5,25,3000000,12000000,1620000,1380000
643f9473c27f3afc09d40716,2022-02-14T20:42:12.000Z,Мөнхбаатар,Азжаргал,ВН97040702,10000000,8832000,885000,10,12,10000000,8850000,,,8832000,1150000,11.5,13.5,11.5,25,2500000,10000000,1350000,1150000
643f9473c27f3afc09d40717,2022-09-14T21:50:49.000Z,Мөнхгэрэл,Мөнхгэрэл,ЦД86111261,50400000,44172000,4460400,10,12,2100000,44604000,,,44172000,5796000,11.5,13.5,11.5,25,525000,2100000,283500,241500
643f9473c27f3afc09d40718,2022-08-09T07:41:30.000Z,Энхбаатар,Долгор,МЛ67042618,18000000,15714000,1593000,10,12,1500000,15930000,,,15714000,2070000,11.5,13.5,11.5,25,375000,1500000,202500,172500
643f9473c27f3afc09d40719,2022-06-17T21:38:40.000Z,Саранцацрал,Энхбаатар,ВЭ86031762,25200000,22086000,2230200,10,12,2100000,22302000,,,22086000,2898000,11.5,13.5,11.5,25,525000,2100000,283500,241500
643f9473c27f3afc09d4071a,2022-02-20T15:26:04.000Z,Эрдэнэчимэг,Мөнхбаатар,УМ89120908,19200000,16560000,1699200,10,12,800000,16992000,,,16560000,2208000,11.5,13.5,11.5,25,200000,800000,108000,92000
643f9473c27f3afc09d4071b,2022-04-22T16:27:06.000Z,Энхбаяр,Долгор,ЧН84030714,12000000,10566000,1062000,10,12,4000000,10620000,,,10566000,1380000,11.5,13.5,11.5,25,1000000,4000000,540000,460000
643f9473c27f3afc09d4071c,2022-02-04T18:48:42.000Z,Мөнхбаатар,Ариунжаргал,МЛ67042618,6300000,5521500,557550,10,12,2100000,5575500,,,5521500,724500,11.5,13.5,11.5,25,525000,2100000,283500,241500
643f9473c27f3afc09d4071d,2022-01-30T15:28:52.000Z,Азжаргал,Одцэрэн,ЗЮ84092117,15000000,13221000,1327500,10,12,5000000,13275000,,,13221000,1725000,11.5,13.5,11.5,25,1250000,5000000,675000,575000
643f9473c27f3afc09d4071e,2022-12-14T00:05:08.000Z,Азжаргал,Эрдэнэчимэг,ГЮ90101913,48000000,42264000,4248000,10,12,4000000,42480000,,,42264000,5520000,11.5,13.5,11.5,25,1000000,4000000,540000,460000
643f9473c27f3afc09d4071f,2022-12-11T13:56:16.000Z,Энхбаатар,Долгор,БЭ83081400,12000000,10602000,1062000,10,12,12000000,10620000,,,10602000,1380000,11.5,13.5,11.5,25,3000000,12000000,1620000,1380000
643f9473c27f3afc09d40720,2022-07-20T20:02:25.000Z,Буянт,Буянт,ЧМ87012167,36000000,31806000,3186000,10,12,12000000,31860000,,,31806000,4140000,11.5,13.5,11.5,25,3000000,12000000,1620000,1380000
643f9473c27f3afc09d40721,2022-04-28T08:56:37.000Z,Эрдэнэчимэг,Цэвэлмаа,МЭ78021613,72000000,63612000,6372000,10,12,12000000,63720000,,,63612000,8280000,11.5,13.5,11.5,25,3000000,12000000,1620000,1380000
643f9473c27f3afc09d40722,2022-08-31T12:28:40.000Z,Однаран,Батсайхан,ТЯ87011512,288000000,254448000,25488000,10,12,12000000,254880000,,,254448000,33120000,11.5,13.5,11.5,25,3000000,12000000,1620000,1380000
643f9473c27f3afc09d40723,2022-10-02T01:09:36.000Z,Долгор,Однаран,ДЭ86060604,2500000,2194500,221250,10,12,2500000,2212500,,,2194500,287500,11.5,13.5,11.5,25,625000,2500000,337500,287500
643f9473c27f3afc09d40724,2022-01-27T21:46:41.000Z,Долгор,Азжаргал,ЧГ74052302,270000000,238626000,23895000,10,12,15000000,238950000,,,238626000,31050000,11.5,13.5,11.5,25,3750000,15000000,2025000.0000000002,1725000
643f9473c27f3afc09d40725,2022-06-20T18:42:38.000Z,Мөнхгэрэл,Долгор,УЮ98081115,45000000,39501000,3982500,10,12,2500000,39825000,,,39501000,5175000,11.5,13.5,11.5,25,625000,2500000,337500,287500
643f9473c27f3afc09d40726,2022-05-27T19:52:18.000Z,Цэвэлмаа,Батсайхан,ЧТ57100401,12600000,11043000,1115100,10,12,2100000,11151000,,,11043000,1449000,11.5,13.5,11.5,25,525000,2100000,283500,241500
643f9473c27f3afc09d40727,2022-07-27T12:43:53.000Z,Мөнхбаатар,Цэрэн,УЮ98081115,12000000,10566000,1062000,10,12,4000000,10620000,,,10566000,1380000,11.5,13.5,11.5,25,1000000,4000000,540000,460000
643f9473c27f3afc09d40728,2022-04-10T00:40:14.000Z,Бадамгарав,Энхбаяр,МЭ78021613,1200000,1044000,106200,10,12,1200000,1062000,,,1044000,138000,11.5,13.5,11.5,25,300000,1200000,162000,138000
643f9473c27f3afc09d40729,2022-12-07T04:29:45.000Z,Цэвэлмаа,Энхбаатар,РЦ95091515,54000000,47142000,4779000,10,12,1500000,47790000,,,47142000,6210000,11.5,13.5,11.5,25,375000,1500000,202500,172500
643f9473c27f3afc09d4072a,2022-06-13T01:26:12.000Z,Однаран,Энхбаяр,ПИ85092000,48000000,42264000,4248000,10,12,4000000,42480000,,,42264000,5520000,11.5,13.5,11.5,25,1000000,4000000,540000,460000
643f9473c27f3afc09d4072b,2022-11-23T13:48:41.000Z,Долгор,Эрдэнэчимэг,ЧН84030714,10000000,8832000,885000,10,12,10000000,8850000,,,8832000,1150000,11.5,13.5,11.5,25,2500000,10000000,1350000,1150000
643f9473c27f3afc09d4072c,2022-08-05T03:54:01.000Z,Батсайхан,Цэвэлмаа,НШ84042064,60000000,52992000,5310000,10,12,10000000,53100000,,,52992000,6900000,11.5,13.5,11.5,25,2500000,10000000,1350000,1150000
643f9473c27f3afc09d4072d,2022-12-12T16:26:44.000Z,Буянт,Энхбаяр,СЭ87010200,360000000,318168000,31860000,10,12,15000000,318600000,,,318168000,41400000,11.5,13.5,11.5,25,3750000,15000000,2025000.0000000002,1725000
643f9473c27f3afc09d4072e,2022-03-13T07:38:25.000Z,Алдаржавхлан,Одцэрэн,ЧА86010690,180000000,158652000,15930000,10,12,5000000,159300000,,,158652000,20700000,11.5,13.5,11.5,25,1250000,5000000,675000,575000
643f9473c27f3afc09d4072f,2022-08-21T10:00:05.000Z,Янжмаа,Батсайхан,ВЭ86031762,21600000,18792000,1911600,10,12,1200000,19116000,,,18792000,2484000,11.5,13.5,11.5,25,300000,1200000,162000,138000
643f9473c27f3afc09d40730,2022-12-06T08:22:35.000Z,Однаран,Буянт,ОК97021904,50400000,44172000,4460400,10,12,2100000,44604000,,,44172000,5796000,11.5,13.5,11.5,25,525000,2100000,283500,241500
643f9473c27f3afc09d40731,2022-03-23T14:07:13.000Z,Сарангэрэл,Азжаргал,ИН89040106,14400000,12420000,1274400,10,12,800000,12744000,,,12420000,1656000,11.5,13.5,11.5,25,200000,800000,108000,92000
643f9473c27f3afc09d40732,2022-03-12T18:44:16.000Z,Мөнхгэрэл,Энхбаатар,ОЮ93011913,3000000,2637000,265500,10,12,3000000,2655000,,,2637000,345000,11.5,13.5,11.5,25,750000,3000000,405000,345000
643f9473c27f3afc09d40733,2022-11-30T15:31:55.000Z,Мөнхбаатар,Ариунжаргал,ТД85091402,37800000,33129000,3345300,10,12,2100000,33453000,,,33129000,4347000,11.5,13.5,11.5,25,525000,2100000,283500,241500
643f9473c27f3afc09d40734,2022-02-04T03:07:12.000Z,Буянт,Мөнхбаатар,УШ97031410,1800000,1575000,159300,10,12,1800000,1593000,,,1575000,207000,11.5,13.5,11.5,25,450000,1800000,243000.00000000003,207000
643f9473c27f3afc09d40735,2022-06-30T04:17:28.000Z,Янжмаа,Буянт,УС83022014,9000000,7857000,796500,10,12,1500000,7965000,,,7857000,1035000,11.5,13.5,11.5,25,375000,1500000,202500,172500
643f9473c27f3afc09d40736,2022-03-27T09:38:49.000Z,Энх-Амгалан,Энх-Амгалан,ТГ88112521,2400000,2070000,212400,10,12,800000,2124000,,,2070000,276000,11.5,13.5,11.5,25,200000,800000,108000,92000
643f9473c27f3afc09d40737,2022-06-09T17:29:32.000Z,Долгор,Эрдэнэсугар,УШ70102906,54000000,47466000,4779000,10,12,3000000,47790000,,,47466000,6210000,11.5,13.5,11.5,25,750000,3000000,405000,345000
643f9473c27f3afc09d40738,2022-09-21T22:51:17.000Z,Буянт,Ариунжаргал,ОК97021904,216000000,190836000,19116000,10,12,12000000,191160000,,,190836000,24840000,11.5,13.5,11.5,25,3000000,12000000,1620000,1380000
643f9473c27f3afc09d40739,2022-09-27T18:51:49.000Z,Мөнхбаатар,Янжмаа,ЙМ80013011,36000000,31806000,3186000,10,12,12000000,31860000,,,31806000,4140000,11.5,13.5,11.5,25,3000000,12000000,1620000,1380000
643f9473c27f3afc09d4073a,2022-12-06T08:35:31.000Z,Азжаргал,Бадамгарав,НШ84042064,27000000,23571000,2389500,10,12,1500000,23895000,,,23571000,3105000,11.5,13.5,11.5,25,375000,1500000,202500,172500
643f9473c27f3afc09d4073b,2022-02-09T21:33:07.000Z,Бадамгарав,Энхбаяр,ОЮ93011913,14400000,12528000,1274400,10,12,1200000,12744000,,,12528000,1656000,11.5,13.5,11.5,25,300000,1200000,162000,138000
643f9473c27f3afc09d4073c,2022-10-16T00:42:15.000Z,Ариунжаргал,Однаран,РЮ74080802,1500000,1309500,132750,10,12,1500000,1327500,,,1309500,172500,11.5,13.5,11.5,25,375000,1500000,202500,172500
643f9473c27f3afc09d4073d,2022-02-28T04:42:24.000Z,Саранцацрал,Мөнхгэрэл,ОЮ93011913,21600000,18792000,1911600,10,12,1200000,19116000,,,18792000,2484000,11.5,13.5,11.5,25,300000,1200000,162000,138000
643f9473c27f3afc09d4073e,2022-05-26T09:28:46.000Z,Сарангэрэл,Ариунжаргал,КЮ77091501,21600000,18792000,1911600,10,12,1200000,19116000,,,18792000,2484000,11.5,13.5,11.5,25,300000,1200000,162000,138000
643f9473c27f3afc09d4073f,2022-04-05T14:10:45.000Z,Энх-Амгалан,Ариунаа,ИН89040106,18000000,15714000,1593000,10,12,1500000,15930000,,,15714000,2070000,11.5,13.5,11.5,25,375000,1500000,202500,172500
643f9473c27f3afc09d40740,2022-06-11T21:59:06.000Z,Однаран,Долгор,УШ91050511,90000000,79542000,7965000,10,12,15000000,79650000,,,79542000,10350000,11.5,13.5,11.5,25,3750000,15000000,2025000.0000000002,1725000
643f9473c27f3afc09d40741,2022-09-26T05:28:12.000Z,Эрдэнэсугар,Долгор,ЧР79030120,64800000,56700000,5734800,10,12,1800000,57348000,,,56700000,7452000,11.5,13.5,11.5,25,450000,1800000,243000.00000000003,207000
643f9473c27f3afc09d40742,2022-04-22T01:36:39.000Z,Цэрэн,Энхбаяр,ВЭ86031762,27000000,23571000,2389500,10,12,1500000,23895000,,,23571000,3105000,11.5,13.5,11.5,25,375000,1500000,202500,172500
643f9473c27f3afc09d40743,2022-05-23T08:23:50.000Z,Долгор,Эрдэнэчимэг,УМ89120908,360000000,318276000,31860000,10,12,20000000,318600000,,,318276000,41400000,11.5,13.5,11.5,25,5000000,20000000,2700000,2300000
643f9473c27f3afc09d40744,2022-12-29T23:01:00.000Z,Тунгалагмөрөн,Ариунжаргал,РЮ74080802,180000000,159084000,15930000,10,12,15000000,159300000,,,159084000,20700000,11.5,13.5,11.5,25,3750000,15000000,2025000.0000000002,1725000
643f9473c27f3afc09d40745,2022-02-12T20:52:01.000Z,Батсайхан,Тунгалагмөрөн,ЙК91063019,480000000,424368000,42480000,10,12,20000000,424800000,,,424368000,55200000,11.5,13.5,11.5,25,5000000,20000000,2700000,2300000
643f9473c27f3afc09d40746,2022-02-02T11:59:34.000Z,Ариунаа,Батсайхан,ЦД86111261,54000000,47142000,4779000,10,12,1500000,47790000,,,47142000,6210000,11.5,13.5,11.5,25,375000,1500000,202500,172500
643f9473c27f3afc09d40747,2022-04-24T16:31:41.000Z,Эрдэнэсугар,Мөнхгэрэл,ЧО85071915,45000000,39771000,3982500,10,12,15000000,39825000,,,39771000,5175000,11.5,13.5,11.5,25,3750000,15000000,2025000.0000000002,1725000
643f9473c27f3afc09d40748,2022-01-17T21:44:42.000Z,Однаран,Алдаржавхлан,ЦЗ71061161,180000000,158652000,15930000,10,12,5000000,159300000,,,158652000,20700000,11.5,13.5,11.5,25,1250000,5000000,675000,575000
643f9473c27f3afc09d40749,2022-03-16T00:21:30.000Z,Однаран,Янжмаа,УХ91051736,9000000,7857000,796500,10,12,1500000,7965000,,,7857000,1035000,11.5,13.5,11.5,25,375000,1500000,202500,172500
643f9473c27f3afc09d4074a,2022-05-25T12:25:27.000Z,Эрдэнэсугар,Алдаржавхлан,ОЗ01281118,12000000,10404000,1062000,10,12,1000000,10620000,,,10404000,1380000,11.5,13.5,11.5,25,250000,1000000,135000,115000
643f9473c27f3afc09d4074b,2022-12-10T16:20:25.000Z,Азжаргал,Тунгалагмөрөн,УП88081636,12000000,10566000,1062000,10,12,4000000,10620000,,,10566000,1380000,11.5,13.5,11.5,25,1000000,4000000,540000,460000
643f9473c27f3afc09d4074c,2022-05-31T23:38:08.000Z,Азжаргал,Мөнхгэрэл,ЧР79030120,9000000,7857000,796500,10,12,1500000,7965000,,,7857000,1035000,11.5,13.5,11.5,25,375000,1500000,202500,172500
643f9473c27f3afc09d4074d,2022-05-31T20:18:35.000Z,Энхбаяр,Мөнхбаатар,ЧА86010690,480000000,424368000,42480000,10,12,20000000,424800000,,,424368000,55200000,11.5,13.5,11.5,25,5000000,20000000,2700000,2300000
643f9473c27f3afc09d4074e,2022-09-06T09:09:36.000Z,Алдаржавхлан,Саранцацрал,ТГ88112521,28800000,24840000,2548800,10,12,800000,25488000,,,24840000,3312000,11.5,13.5,11.5,25,200000,800000,108000,92000
643f9473c27f3afc09d4074f,2022-09-22T17:05:25.000Z,Цэрэн,Энх-Амгалан,УШ97031410,60000000,53046000,5310000,10,12,20000000,53100000,,,53046000,6900000,11.5,13.5,11.5,25,5000000,20000000,2700000,2300000
643f9473c27f3afc09d40750,2022-02-26T14:57:09.000Z,Ариунжаргал,Эрдэнэчимэг,УШ94021959,28800000,24840000,2548800,10,12,800000,25488000,,,24840000,3312000,11.5,13.5,11.5,25,200000,800000,108000,92000
